,city,latitude,longitude,name,category_code,number_of_employees,founded_year,geo
1691,,40.708093,-74.01312,Briteclick,search,4,2007,"{'type': 'Point', 'coordinates': [-74.01312, 40.708093]}"
1692,Berkeley,37.8650275,-122.2987371,Shastic,software,4,2008,"{'type': 'Point', 'coordinates': [-122.2987371, 37.8650275]}"
1693,San Diego,32.717797,-117.158793,FiveSprockets,public_relations,10,2007,"{'type': 'Point', 'coordinates': [-117.158793, 32.717797]}"
1694,San Francisco,37.7870923,-122.3999719,Lolapps,web,65,2008,"{'type': 'Point', 'coordinates': [-122.3999719, 37.7870923]}"
1695,Miami,25.916982,-80.29413,Call Me Later,web,25,2008,"{'type': 'Point', 'coordinates': [-80.29413, 25.916982]}"
1696,Los Angeles,34.098028,-118.353624,BakeSpace,web,4,2006,"{'type': 'Point', 'coordinates': [-118.353624, 34.098028]}"
1697,Redwood City,37.487281,-122.227995,LooseHead Software,mobile,6,2004,"{'type': 'Point', 'coordinates': [-122.227995, 37.487281]}"
1698,Los Angeles,34.005914,-118.488129,Geodelic Systems,mobile,30,2008,"{'type': 'Point', 'coordinates': [-118.488129, 34.005914]}"
1699,Mountain View,37.401818,-122.050565,Connectbeam,software,,2005,"{'type': 'Point', 'coordinates': [-122.050565, 37.401818]}"
1700,Washington,38.8851407,-76.9979517,Vlytics,other,1,2008,"{'type': 'Point', 'coordinates': [-76.9979517, 38.8851407]}"
1701,Austin,30.443493,-97.77512,SnapPages,web,4,2008,"{'type': 'Point', 'coordinates': [-97.77512, 30.443493]}"
1702,New York,40.768058,-73.956599,Kidos,games_video,,2011,"{'type': 'Point', 'coordinates': [-73.956599, 40.768058]}"
1703,Brooklyn,40.714056,-73.957854,Kidos,games_video,,2011,"{'type': 'Point', 'coordinates': [-73.957854, 40.714056]}"
1704,Bangalore,12.527394,78.212494,Ninety Degree Internet Software (90di),search,20,2007,"{'type': 'Point', 'coordinates': [78.212494, 12.527394]}"
1705,Sunnyvale,37.386441,-122.012707,Mashed Life,web,14,2007,"{'type': 'Point', 'coordinates': [-122.012707, 37.386441]}"
1706,New York,40.721583,-74.004441,photothread,web,,2008,"{'type': 'Point', 'coordinates': [-74.004441, 40.721583]}"
1707,Vancouver,49.2812342,-123.1043395,Taglocity,enterprise,,2007,"{'type': 'Point', 'coordinates': [-123.1043395, 49.2812342]}"
1708,New York,40.753931,-73.991123,AdSide,advertising,14,2007,"{'type': 'Point', 'coordinates': [-73.991123, 40.753931]}"
1709,Mountain View,37.418262,-122.087859,Helpstream,web,,2004,"{'type': 'Point', 'coordinates': [-122.087859, 37.418262]}"
1710,Berlin,52.583651,13.285504,UpdateStar,software,5,2008,"{'type': 'Point', 'coordinates': [13.285504, 52.583651]}"
1711,Mountain View,37.3923684,-122.0786234,Altos Research,ecommerce,5,2006,"{'type': 'Point', 'coordinates': [-122.0786234, 37.3923684]}"
1712,Boston,42.352835,-71.0609612,Hangout Industries,games_video,,2005,"{'type': 'Point', 'coordinates': [-71.0609612, 42.352835]}"
1713,San Francisco,37.775196,-122.419204,BallerHouse,network_hosting,,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1714,Sydney,-33.867139,151.207114,uTag,web,5,2008,"{'type': 'Point', 'coordinates': [151.207114, -33.867139]}"
1715,San Francisco,37.764395,-122.401024,Pixelpipe,mobile,10,2008,"{'type': 'Point', 'coordinates': [-122.401024, 37.764395]}"
1716,New York,40.741441,-73.999675,Samepoint,web,5,2008,"{'type': 'Point', 'coordinates': [-73.999675, 40.741441]}"
1717,San Francisco,37.7749295,-122.4194155,Scripped,software,4,2007,"{'type': 'Point', 'coordinates': [-122.4194155, 37.7749295]}"
1718,San Francisco,37.78691,-122.404403,InnerRewards,ecommerce,9,2008,"{'type': 'Point', 'coordinates': [-122.404403, 37.78691]}"
1719,New York,40.741594,-73.990468,InnerRewards,ecommerce,9,2008,"{'type': 'Point', 'coordinates': [-73.990468, 40.741594]}"
1720,New York,40.7075492,-74.0055997,Vichara Technologies,software,100,2001,"{'type': 'Point', 'coordinates': [-74.0055997, 40.7075492]}"
1721,San Francisco,37.784137,-122.408646,Fastmetrics,hardware,9,2002,"{'type': 'Point', 'coordinates': [-122.408646, 37.784137]}"
1722,Palo Alto,41.889832,-87.626718,Inadco,advertising,30,2008,"{'type': 'Point', 'coordinates': [-87.626718, 41.889832]}"
1723,New York,40.753207,-73.995886,Petciety,web,,2006,"{'type': 'Point', 'coordinates': [-73.995886, 40.753207]}"
1724,San Jose,37.299332,-122.031435,Zirana,web,6,2007,"{'type': 'Point', 'coordinates': [-122.031435, 37.299332]}"
1725,San Francisco,37.771706,-122.402683,Getfugu,software,10,2007,"{'type': 'Point', 'coordinates': [-122.402683, 37.771706]}"
1726,London,51.511349,-0.103101,Small Business Advertising Network,advertising,7,2007,"{'type': 'Point', 'coordinates': [-0.103101, 51.511349]}"
1727,San Francisco,37.775196,-122.419204,AppVee,mobile,,2008,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1728,Toronto,43.708615,-79.3891727,Rethink SEO,consulting,5,2008,"{'type': 'Point', 'coordinates': [-79.3891727, 43.708615]}"
1729,New York,40.777072,-73.987036,Meet Now Live,mobile,2,2007,"{'type': 'Point', 'coordinates': [-73.987036, 40.777072]}"
1730,New York,40.733928,-73.991334,Buzzd,mobile,9,2007,"{'type': 'Point', 'coordinates': [-73.991334, 40.733928]}"
1731,San Jose,37.4155698,-121.9486567,LogLogic,security,150,2002,"{'type': 'Point', 'coordinates': [-121.9486567, 37.4155698]}"
1732,New York,40.749577,-73.9916486,LogLogic,security,150,2002,"{'type': 'Point', 'coordinates': [-73.9916486, 40.749577]}"
1733,Chicago,41.889556,-87.623861,P3 New Media,other,20,2007,"{'type': 'Point', 'coordinates': [-87.623861, 41.889556]}"
1734,New York,40.724416,-73.991122,Gravityspot,network_hosting,1,2007,"{'type': 'Point', 'coordinates': [-73.991122, 40.724416]}"
1735,Austin,30.2669,-97.7428,Conifer Systems,software,,2008,"{'type': 'Point', 'coordinates': [-97.7428, 30.2669]}"
1736,San Diego,32.939893,-117.231187,The Creators Vault,public_relations,3,2007,"{'type': 'Point', 'coordinates': [-117.231187, 32.939893]}"
1737,London,42.982515,-81.253973,SoftShell,software,3,2006,"{'type': 'Point', 'coordinates': [-81.253973, 42.982515]}"
1738,Chicago,41.9293,-87.697878,PageTraffic,advertising,80,2002,"{'type': 'Point', 'coordinates': [-87.697878, 41.9293]}"
1739,Berkeley,37.871087,-122.270913,Magoosh,web,13,2009,"{'type': 'Point', 'coordinates': [-122.270913, 37.871087]}"
1740,Philadelphia,39.952332,-75.197624,Givology,other,10,2008,"{'type': 'Point', 'coordinates': [-75.197624, 39.952332]}"
1741,Palo Alto,37.443,-122.159291,PROJECT DIRT,web,2,2005,"{'type': 'Point', 'coordinates': [-122.159291, 37.443]}"
1742,London,51.588083,-0.197676,Qpyn,mobile,4,2003,"{'type': 'Point', 'coordinates': [-0.197676, 51.588083]}"
1743,London,51.515374,-0.130109,PCIQ,web,7,2006,"{'type': 'Point', 'coordinates': [-0.130109, 51.515374]}"
1744,Seattle,47.657435,-122.324861,Pathable,network_hosting,18,2007,"{'type': 'Point', 'coordinates': [-122.324861, 47.657435]}"
1745,Boston,42.415663,-71.127226,Brick Marketing,search,10,2005,"{'type': 'Point', 'coordinates': [-71.127226, 42.415663]}"
1746,Austin,30.2729209,-97.7443863,Gowalla,web,22,2007,"{'type': 'Point', 'coordinates': [-97.7443863, 30.2729209]}"
1747,Bangalore,12.956128,77.592264,Banashri Creatives,software,35,2006,"{'type': 'Point', 'coordinates': [77.592264, 12.956128]}"
1748,Bangalore,12.973784,77.64359,Ziva Software,mobile,16,2005,"{'type': 'Point', 'coordinates': [77.64359, 12.973784]}"
1749,New York,40.722118,-73.9973,GroundRez,public_relations,20,2007,"{'type': 'Point', 'coordinates': [-73.9973, 40.722118]}"
1750,Atlanta,33.8317964,-84.3391231,Endavo Media and Communications,games_video,15,2004,"{'type': 'Point', 'coordinates': [-84.3391231, 33.8317964]}"
1751,London,51.5093129,-0.0871537,mashup* Event,enterprise,,2006,"{'type': 'Point', 'coordinates': [-0.0871537, 51.5093129]}"
1752,New York,40.764481,-73.970266,The Company Database,web,,2008,"{'type': 'Point', 'coordinates': [-73.970266, 40.764481]}"
1753,,40.642591,-73.974187,Curbsidebooty,web,2,2008,"{'type': 'Point', 'coordinates': [-73.974187, 40.642591]}"
1754,Redwood City,37.486368,-122.230116,T-Cast Media Consulting,consulting,1,2008,"{'type': 'Point', 'coordinates': [-122.230116, 37.486368]}"
1755,San Francisco,37.804619,-122.371203,Brightstorm,games_video,,2008,"{'type': 'Point', 'coordinates': [-122.371203, 37.804619]}"
1756,Toronto,43.63559,-79.424625,Filemobile,software,18,2006,"{'type': 'Point', 'coordinates': [-79.424625, 43.63559]}"
1757,New York,40.743157,-74.006513,ecomii,cleantech,10,2008,"{'type': 'Point', 'coordinates': [-74.006513, 40.743157]}"
1758,Seattle,47.611718,-122.345874,Artefact,software,18,2006,"{'type': 'Point', 'coordinates': [-122.345874, 47.611718]}"
1759,London,51.509905,-0.145438,SearchSalad,search,15,2007,"{'type': 'Point', 'coordinates': [-0.145438, 51.509905]}"
1760,San Francisco,37.792821,-122.404086,Capital West Advisors,consulting,12,2006,"{'type': 'Point', 'coordinates': [-122.404086, 37.792821]}"
1761,Menlo Park,37.48413,-122.169472,OUTSHOUTS,games_video,,2008,"{'type': 'Point', 'coordinates': [-122.169472, 37.48413]}"
1762,San Francisco,37.775196,-122.419204,BoxCycle,web,,2008,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1763,San Jose,37.383526,-122.012808,RiseSmart,enterprise,100,2007,"{'type': 'Point', 'coordinates': [-122.012808, 37.383526]}"
1764,Toronto,43.649017,-79.375173,Linkbee,web,3,2008,"{'type': 'Point', 'coordinates': [-79.375173, 43.649017]}"
1765,Chicago,41.890441,-87.629377,Ratchet,software,45,2004,"{'type': 'Point', 'coordinates': [-87.629377, 41.890441]}"
1766,Los Angeles,33.810534,-118.109206,Ratchet,software,45,2004,"{'type': 'Point', 'coordinates': [-118.109206, 33.810534]}"
1767,Mountain View,37.419347,-122.089639,Exaprotect,security,,2004,"{'type': 'Point', 'coordinates': [-122.089639, 37.419347]}"
1768,New York,40.740512,-73.987794,Voice123,advertising,27,2003,"{'type': 'Point', 'coordinates': [-73.987794, 40.740512]}"
1769,Berlin,52.537588,13.37402,Smaboo,other,,2007,"{'type': 'Point', 'coordinates': [13.37402, 52.537588]}"
1770,Cambridge,42.358184,-71.106389,CityVoter,web,,2005,"{'type': 'Point', 'coordinates': [-71.106389, 42.358184]}"
1771,Mountain View,37.406621,-122.108719,Beau-coup Wedding Favors,other,30,2002,"{'type': 'Point', 'coordinates': [-122.108719, 37.406621]}"
1772,Austin,30.373295,-97.758141,Apogee Search,consulting,,2001,"{'type': 'Point', 'coordinates': [-97.758141, 30.373295]}"
1773,Austin,30.354022,-97.796743,KingsIsle Entertainment,software,,2005,"{'type': 'Point', 'coordinates': [-97.796743, 30.354022]}"
1774,Austin,30.268735,-97.745209,PeoplePad,web,10,2008,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}"
1775,Austin,30.297775,-97.762921,Heatwave Interactive,games_video,,2008,"{'type': 'Point', 'coordinates': [-97.762921, 30.297775]}"
1776,Austin,30.268735,-97.745209,Smiley Media,web,,2001,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}"
1777,Austin,30.268735,-97.745209,GameWager,web,1,2007,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}"
1778,Austin,30.2686147,-97.7404872,OneSpot,advertising,,2005,"{'type': 'Point', 'coordinates': [-97.7404872, 30.2686147]}"
1779,Austin,30.392018,-97.848345,CoreTrace,security,,2007,"{'type': 'Point', 'coordinates': [-97.848345, 30.392018]}"
1780,Austin,30.264491,-97.728453,Conjunctured,public_relations,,2008,"{'type': 'Point', 'coordinates': [-97.728453, 30.264491]}"
1781,Dublin,53.308258,-6.238443,Roomex,software,10,2006,"{'type': 'Point', 'coordinates': [-6.238443, 53.308258]}"
1782,San Francisco,37.79402,-122.4031242,PicApp,web,,2008,"{'type': 'Point', 'coordinates': [-122.4031242, 37.79402]}"
1783,Austin,30.264491,-97.728453,302designs,other,10,2004,"{'type': 'Point', 'coordinates': [-97.728453, 30.264491]}"
1784,Vancouver,49.2871668,-123.1169693,Equedia,games_video,,2010,"{'type': 'Point', 'coordinates': [-123.1169693, 49.2871668]}"
1785,Chicago,41.940768,-87.655648,FYIndOut,enterprise,2,2007,"{'type': 'Point', 'coordinates': [-87.655648, 41.940768]}"
1786,Munich,48.160718,11.553725,metaio,software,65,2003,"{'type': 'Point', 'coordinates': [11.553725, 48.160718]}"
1787,San Francisco,37.590339,-122.341715,metaio,software,65,2003,"{'type': 'Point', 'coordinates': [-122.341715, 37.590339]}"
1788,Austin,30.290699,-97.750885,BuzzStream,software,8,2008,"{'type': 'Point', 'coordinates': [-97.750885, 30.290699]}"
1789,Los Angeles,34.052187,-118.243425,NOTCOT,web,2,2005,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}"
1790,Seattle,47.627368,-122.34229,findwell,web,7,2008,"{'type': 'Point', 'coordinates': [-122.34229, 47.627368]}"
1791,Dallas,32.800325,-96.820064,Big In Japan,mobile,25,2008,"{'type': 'Point', 'coordinates': [-96.820064, 32.800325]}"
1792,Austin,30.244716,-97.773516,BridgePose,advertising,,2004,"{'type': 'Point', 'coordinates': [-97.773516, 30.244716]}"
1793,Boston,42.3584308,-71.0597732,Wiggio,enterprise,4,2008,"{'type': 'Point', 'coordinates': [-71.0597732, 42.3584308]}"
1794,Bellevue,47.614761,-122.198904,Finsphere,mobile,,2007,"{'type': 'Point', 'coordinates': [-122.198904, 47.614761]}"
1795,San Diego,32.895267,-117.191342,MP3Tunes,games_video,,2005,"{'type': 'Point', 'coordinates': [-117.191342, 32.895267]}"
1796,Dallas,32.913601,-96.890405,Advanced Virtual Surveillance,security,15,2003,"{'type': 'Point', 'coordinates': [-96.890405, 32.913601]}"
1797,Atlanta,33.764877,-84.397325,Medianomic,advertising,2,2008,"{'type': 'Point', 'coordinates': [-84.397325, 33.764877]}"
1798,Sunnyvale,37.392268,-121.991438,BuzzBuy,ecommerce,4,2008,"{'type': 'Point', 'coordinates': [-121.991438, 37.392268]}"
1799,Atlanta,33.779509,-84.369339,Big Nerd Ranch Consulting,consulting,11,2001,"{'type': 'Point', 'coordinates': [-84.369339, 33.779509]}"
1800,Boston,42.346723,-71.069668,Povo,advertising,6,2007,"{'type': 'Point', 'coordinates': [-71.069668, 42.346723]}"
1801,Palo Alto,37.445739,-122.161284,Whole Travel,search,6,2006,"{'type': 'Point', 'coordinates': [-122.161284, 37.445739]}"
1802,Santa Monica,34.015386,-118.495792,Content Kings,advertising,12,2006,"{'type': 'Point', 'coordinates': [-118.495792, 34.015386]}"
1803,Boston,42.349715,-71.079843,litl,hardware,,2007,"{'type': 'Point', 'coordinates': [-71.079843, 42.349715]}"
1804,London,51.511494,-0.139244,litl,hardware,,2007,"{'type': 'Point', 'coordinates': [-0.139244, 51.511494]}"
1805,Paris,48.871174,2.308019,Calameo,web,10,2008,"{'type': 'Point', 'coordinates': [2.308019, 48.871174]}"
1806,Paris,48.8691369,2.3602202,Visuamobile,software,35,2008,"{'type': 'Point', 'coordinates': [2.3602202, 48.8691369]}"
1807,Portland,45.512657,-122.619909,Lexcycle,mobile,,2007,"{'type': 'Point', 'coordinates': [-122.619909, 45.512657]}"
1808,Los Angeles,38.233786,-122.636071,FanPrice,games_video,,2007,"{'type': 'Point', 'coordinates': [-122.636071, 38.233786]}"
1809,San Francisco,37.779558,-122.393041,IntoSpace,other,,2008,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}"
1810,Dublin,53.336139,-6.249789,IGOpeople,network_hosting,4,2008,"{'type': 'Point', 'coordinates': [-6.249789, 53.336139]}"
1811,Toronto,43.647,-79.394325,fotoglif,web,6,2008,"{'type': 'Point', 'coordinates': [-79.394325, 43.647]}"
1812,Miami,25.733027,-80.432061,Denook,games_video,2,2008,"{'type': 'Point', 'coordinates': [-80.432061, 25.733027]}"
1813,Seattle,43.079324,-89.367591,Fansoft Media,web,,2002,"{'type': 'Point', 'coordinates': [-89.367591, 43.079324]}"
1814,San Francisco,37.775196,-122.419204,One Season,games_video,,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1815,San Diego,32.897274,-117.201076,Avaak,mobile,,2004,"{'type': 'Point', 'coordinates': [-117.201076, 32.897274]}"
1816,Paris,48.846171,2.351817,Spizeo,network_hosting,,2007,"{'type': 'Point', 'coordinates': [2.351817, 48.846171]}"
1817,Barcelona,41.392701,2.156538,Widgadget,advertising,10,2008,"{'type': 'Point', 'coordinates': [2.156538, 41.392701]}"
1818,Irvine,33.653342,-117.748994,Koala Databank,network_hosting,5,2006,"{'type': 'Point', 'coordinates': [-117.748994, 33.653342]}"
1819,San Diego,32.877483,-117.1851,PayLease,ecommerce,45,2003,"{'type': 'Point', 'coordinates': [-117.1851, 32.877483]}"
1820,Amsterdam,52.3490426,4.9175764,Loquo,web,,2002,"{'type': 'Point', 'coordinates': [4.9175764, 52.3490426]}"
1821,Toronto,43.678782,-79.439315,Vengeo,software,13,2008,"{'type': 'Point', 'coordinates': [-79.439315, 43.678782]}"
1822,New York,40.756054,-73.986951,Healism,web,,2008,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
1823,Paris,48.856667,2.350987,Healism,web,,2008,"{'type': 'Point', 'coordinates': [2.350987, 48.856667]}"
1824,San Francisco,37.7875973,-122.4035368,Papercheck,consulting,35,2001,"{'type': 'Point', 'coordinates': [-122.4035368, 37.7875973]}"
1825,Portland,45.529907,-122.682376,FanSpan,web,2,2008,"{'type': 'Point', 'coordinates': [-122.682376, 45.529907]}"
1826,Seattle,47.5127049,-122.255536,Cooler Planet,cleantech,,2007,"{'type': 'Point', 'coordinates': [-122.255536, 47.5127049]}"
1827,Irvine,33.684782,-117.851028,Artiklz,search,12,2008,"{'type': 'Point', 'coordinates': [-117.851028, 33.684782]}"
1828,San Francisco,37.782163,-122.400591,Reframe It,web,10,2007,"{'type': 'Point', 'coordinates': [-122.400591, 37.782163]}"
1829,New York,40.738143,-74.008159,Sailthru,public_relations,85,2008,"{'type': 'Point', 'coordinates': [-74.008159, 40.738143]}"
1830,San Diego,32.908601,-117.091176,MaxPowerSoft,software,10,2007,"{'type': 'Point', 'coordinates': [-117.091176, 32.908601]}"
1831,Berlin,52.5090253,13.3901319,mufin,software,,2007,"{'type': 'Point', 'coordinates': [13.3901319, 52.5090253]}"
1832,San Diego,32.715414,-117.158798,Naughty America,other,90,2001,"{'type': 'Point', 'coordinates': [-117.158798, 32.715414]}"
1833,Berlin,52.523666,13.401012,XinXii,web,,2007,"{'type': 'Point', 'coordinates': [13.401012, 52.523666]}"
1834,Santa Clara,37.444098,-122.161287,Nexenta Systems,software,200,2005,"{'type': 'Point', 'coordinates': [-122.161287, 37.444098]}"
1835,London,51.511889,-0.127743,Tailgate Technologies,advertising,17,2007,"{'type': 'Point', 'coordinates': [-0.127743, 51.511889]}"
1836,San Jose,37.3987372,-122.0497918,SolFocus,cleantech,,2005,"{'type': 'Point', 'coordinates': [-122.0497918, 37.3987372]}"
1837,,51.507404,-0.142322,AMF Ventures,consulting,18,2001,"{'type': 'Point', 'coordinates': [-0.142322, 51.507404]}"
1838,San Jose,37.2318159,-121.7822278,SimpleCDN,network_hosting,15,2007,"{'type': 'Point', 'coordinates': [-121.7822278, 37.2318159]}"
1839,Miami,25.5975987,-80.3545601,DriveCMS,enterprise,6,2007,"{'type': 'Point', 'coordinates': [-80.3545601, 25.5975987]}"
1840,San Francisco,37.763293,-122.410752,Vinfolio,ecommerce,68,2003,"{'type': 'Point', 'coordinates': [-122.410752, 37.763293]}"
1841,Cambridge,42.388621,-71.132583,Yamli,search,2,2007,"{'type': 'Point', 'coordinates': [-71.132583, 42.388621]}"
1842,Los Angeles,34.05438,-118.26728,Sceneclips,games_video,4,2007,"{'type': 'Point', 'coordinates': [-118.26728, 34.05438]}"
1843,San Francisco,37.790744,-122.39203,iRISQ,ecommerce,5,2007,"{'type': 'Point', 'coordinates': [-122.39203, 37.790744]}"
1844,Palo Alto,37.458766,-122.172519,Britely,web,11,2007,"{'type': 'Point', 'coordinates': [-122.172519, 37.458766]}"
1845,Sydney,-34.037717,151.10537,GrabaDiscount,public_relations,,2006,"{'type': 'Point', 'coordinates': [151.10537, -34.037717]}"
1846,Los Angeles,42.2802675,-83.7420579,Mybandstock,games_video,19,2009,"{'type': 'Point', 'coordinates': [-83.7420579, 42.2802675]}"
1847,Seattle,47.547269,-122.333709,Edoceo,consulting,2,2001,"{'type': 'Point', 'coordinates': [-122.333709, 47.547269]}"
