,Year,Country,Area,Injury,Fatal
3051,1974,SOUTH AFRICA,Western Cape Province,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline",N
3052,1974,SOUTH AFRICA,Western Cape Province,"No injury,  shark leapt into boat & bit one of the boat's seats",N
3053,1974,SOUTH AFRICA,KwaZulu-Natal,2 minor lacerations in foot,N
3054,1974,AUSTRALIA,South Australia,"FATAL, right leg severed  ",Y
3055,1974,SOUTH AFRICA,KwaZulu-Natal,Knee & calf lacerated,N
3058,1974,AUSTRALIA,Western Australia,8 to 10 puncture marks around knee,N
3063,1973,USA,Hawaii,Leg bitten,N
3065,1973,AUSTRALIA,Western Australia,Survived,N
3066,1973,USA,Florida,Foot bitten,N
3067,1973,AUSTRALIA,Queensland,Knee lacerated,N
3068,1973,SOUTH AFRICA,KwaZulu-Natal,"FATAL, thigh bitten ",Y
3074,1973,AUSTRALIA,Queensland,Right foot severed,N
3075,1973,USA,Virginia,Elbow bitten,N
3078,1973,AUSTRALIA,Queensland,Survived,N
3080,1973,SOUTH AFRICA,KwaZulu-Natal,Hip bruised,N
3082,1973,SOUTH AFRICA,KwaZulu-Natal,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,N
3083,1973,USA,Hawaii,Leg bitten,N
3086,1973,SOUTH AFRICA,Eastern Cape Province,"No injury, surboard flung into air & dented",N
3087,1972,SOUTH AFRICA,Western Cape Province,Lower left leg & foot bitten,N
3090,1972,SOUTH AFRICA,Western Cape Province,"No injury, swim fin bitten",N
3091,1972,AUSTRALIA,Queensland,Hand bitten,N
3092,1972,AUSTRALIA,New South Wales,PROVOKED INCIDENT,N
3094,1972,AUSTRALIA,Queensland,Right arm bitten,N
3095,1972,AUSTRALIA,New South Wales,Lacerations to thigh & buttocks,N
3096,1972,USA,US Virgin Islands,"FATAL, body not recovered",Y
3097,1972,USA,Florida,Survived,N
3099,1972,USA,California,Legs & board bitten,N
3101,1972,USA,Florida,Left calf bitten,N
3102,1972,USA,Hawaii,Forearm bitten,N
3103,1972,AUSTRALIA,Tasmania,Left foot bitten,N
3104,1972,USA,California,Sharks reportedly bit legs & fins ,N
3105,1972,AUSTRALIA,Queensland,FATAL,Y
3106,1972,AUSTRALIA,Queensland,FATAL,Y
3107,1972,USA,Florida,Buttocks bitten,N
3108,1972,USA,California,Bitten on legs & buttock,N
3111,1972,AUSTRALIA,Queensland,Left leg bitten,N
3114,1972,USA,Hawaii,Leg bitten,N
3115,1972,AUSTRALIA,Victoria,Laceration above knee,N
3116,1972,AUSTRALIA,Tasmania,Survived,N
3117,1972,SOUTH AFRICA,Eastern Cape Province,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""",Y
3118,1972,SOUTH AFRICA,KwaZulu-Natal,Foot bitten,N
3122,1971,AUSTRALIA,New South Wales,Survived,N
3123,1971,SOUTH AFRICA,Western Cape Province,Right forearm bitten,N
3124,1971,AUSTRALIA,Queensland,FATAL,Y
3126,1971,AUSTRALIA,New South Wales,PROVOKED INCIDENT,N
3127,1971,USA,Florida,"Right shoulder, arm & hand bitten",N
3128,1971,SOUTH AFRICA,KwaZulu-Natal,Wrist & hand lacerated,N
3129,1971,USA,California,Bitten on legs,N
3130,1971,USA,North Carolina,Left foot injured,N
3132,1971,AUSTRALIA,South Australia," FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later",Y
3133,1971,AUSTRALIA,New South Wales,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N
3134,1971,USA,Florida,Laceration to left ankle,N
3135,1971,USA,California,"Major injuries to head, buttocks & back",N
3136,1971,SOUTH AFRICA,Western Cape Province,Leg & surfboard bitten,N
3139,1971,SOUTH AFRICA,Western Cape Province,"FATAL, multiple bites ",Y
3145,1971,AUSTRALIA,Tasmania,Torso lacerated,N
3146,1971,AUSTRALIA,South Australia,Severe lacerations to thigh,N
3152,1970,USA,Hawaii,Right thigh lacerated,N
3154,1970,USA,Hawaii,Shoulder & arm bitten,N
3155,1970,USA,Florida,Bitten on right leg above the ankle,N
3158,1970,USA,Florida,Laceration to left foot,N
3159,1970,AUSTRALIA,New South Wales,PROVOKED INCIDENT,N
3160,1970,USA,South Carolina,Foot lacerated,N
3161,1970,USA,Florida,Calf / knee injured?,N
3164,1970,USA,Florida,Bitten on calf by hooked shark PROVOKED INCIDENT,N
3165,1970,SOUTH AFRICA,KwaZulu-Natal,2 cm laceration on knee PROVOKED INCIDENT,N
3172,1970,USA,Hawaii,"Swept out to sea,  body not recovered",Y
3173,1970,USA,Florida,Foot & calf lacerated,N
3191,1969,AUSTRALIA,Western Australia,Left thigh lacerated,N
3192,1969,USA,Hawaii,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",N
3193,1969,AUSTRALIA,New South Wales,PROVOKED INCIDENT,N
3194,1969,USA,Hawaii,No injury,N
3195,1969,USA,California,Leg & ankle severely bitten,N
3196,1969,USA,Florida,Laceration to right leg,N
3197,1969,USA,Massachusetts,Leg bitten by netted shark PROVOKED INCIDENT,N
3198,1969,USA,Florida,Lacerations to lower leg,N
3199,1969,USA,Florida,Lacerations to right lower leg & left arm and hand,N
3202,1969,USA,Florida,Scrape on head. Recorded as PROVOKED INCIDENT,N
3203,1969,USA,California,"Foot bitten, minor injury",N
3206,1969,USA,Florida,No injury,N
3207,1969,USA,Texas,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,N
3208,1969,USA,Florida,Laceration to buttocks Recorded as PROVOKED INCIDENT,N
3210,1969,AUSTRALIA,Queensland,Survived,N
3211,1969,AUSTRALIA,New South Wales,No injury,N
3212,1969,USA,Florida,Laceration to foot from dead shark PROVOKED INCIDENT,N
3213,1969,AUSTRALIA,New South Wales,Foot lacerated. Recorded as PROVOKED INCIDENT,N
3214,1969,USA,Hawaii,Leg & surfboard bitten,N
3215,1969,AUSTRALIA,Tasmania,Lacerations to hand from hooked shark PROVOKED INCIDENT,N
3217,1969,AUSTRALIA,New South Wales,Abrasions and lacerations to lower right leg,N
3218,1969,AUSTRALIA,Victoria,Minor injury ,N
3220,1968,SOUTH AFRICA,KwaZulu-Natal,No injury,N
3221,1968,AUSTRALIA,New South Wales,Laceration to finger by a captive shark PROVOKED INCIDENT,N
3223,1968,AUSTRALIA,South Australia,Survived,N
3224,1968,SOUTH AFRICA,KwaZulu-Natal,"No injury, left elbow & torso bumped by sharks",N
3225,1968,SOUTH AFRICA,KwaZulu-Natal,No injury,N
3226,1968,SOUTH AFRICA,KwaZulu-Natal,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N
3227,1968,AUSTRALIA,Western Australia,Abrasion on shoulder Recorded as PROVOKED INCIDENT,N
3229,1968,USA,Florida,Swim fin bitten,N
3233,1968,USA,Florida,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",N
3234,1968,USA,Florida,Leg & arm bitten,N
3238,1968,USA,California,Major injury to torso,N
3239,1968,USA,Florida,Abrasions on lower leg,N
3240,1968,USA,South Carolina,Swimfin & knee bitten,N
3244,1968,USA,Florida,Lacerations to lower right leg & andkle,N
3248,1968,USA,Florida,Foot severely injured,N
3249,1968,USA,Florida,"Buttock, both legs & arm bitten",N
3250,1968,AUSTRALIA,New South Wales,Hand lacerated,N
3252,1968,AUSTRALIA,New South Wales,Foot lacerated Recorded as PROVOKED INCIDENT,N
3253,1968,SOUTH AFRICA,KwaZulu-Natal,Left thigh lacerated,N
3254,1968,USA,Florida,Foot lacerated,N
3255,1968,USA,Florida,No injury,N
3256,1968,USA,Florida,Foot lacerated,N
3257,1968,AUSTRALIA,Western Australia,Thigh lacerated,N
3259,1968,AUSTRALIA,South Australia,"No injury, speargun bitten",N
3260,1968,AUSTRALIA,New South Wales,Survived,N
3264,1968,USA,Florida,Recovered,N
3266,1967,SOUTH AFRICA,Western Cape Province,Right ankle & foot bitten,N
3269,1967,AUSTRALIA,Victoria,"FATAL, presumed taken by a shark, body not recovered",Y
3270,1967,USA,,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N
3271,1967,AUSTRALIA,New South Wales,Recorded as PROVOKED INCIDENT,N
3272,1967,AUSTRALIA,Queensland,Arm lacerated,N
3275,1967,SOUTH AFRICA,KwaZulu-Natal,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger sharks gut ",Y
3277,1967,USA,Florida,Left foot bitten,N
3279,1967,USA,Hawaii,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,Y
3282,1967,USA,Florida,Survived,N
3285,1967,USA,California,Nipped on shoulder by captive shark PROVOKED INCIDENT,N
3288,1967,AUSTRALIA,Western Australia,"FATAL, ""bitten in two""",Y
3291,1967,AUSTRALIA,New South Wales,"Disappeared, no trace of men or equipment, shark attack considered",Y
3292,1967,USA,Florida,Shark grasped thigh,N
3295,1967,USA,Florida,Foot lacerated,N
3297,1967,USA,South Carolina,Incident not confirmed,N
3298,1967,USA,Florida,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",N
3300,1967,AUSTRALIA,South Australia,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N
3301,1967,AUSTRALIA,,Recorded as PROVOKED INCIDENT,N
3304,1967,SOUTH AFRICA,KwaZulu-Natal,"Punctures in right buttock & thigh, abrasion on right forearm",N
3305,1967,AUSTRALIA,Victoria,Speared shark lacerated his arm PROVOKED INCIDENT,N
3306,1967,AUSTRALIA,New South Wales,"Fatal or scavenging by ""a pack of sharks""",Y
3310,1967,SOUTH AFRICA,Western Cape Province,"Holed & sank boat, 1 man flung into water but ignored by the shark",N
3311,1967,SOUTH AFRICA,Western Cape Province,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N
3313,1967,AUSTRALIA,Victoria,Foot bitten when he kicked shark PROVOKED INCIDENT,N
3314,1966,AUSTRALIA,Tasmania,"6"" laceration to left forearm ",N
3315,1966,AUSTRALIA,New South Wales,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N
3316,1966,AUSTRALIA,New South Wales,Right hand lacerated,N
3318,1966,AUSTRALIA,New South Wales,Right leg bitten,N
3323,1966,AUSTRALIA,Queensland,Shoulder lacerated,N
3324,1966,USA,Hawaii,Left elbow or hand bitten PROVOKED INCIDENT,N
3325,1966,AUSTRALIA,Western Australia," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",N
3327,1966,AUSTRALIA,Western Australia,No injury,N
3328,1966,USA,Florida,Abdomen abraded when he seized shark PROVOKED INCIDENT,N
3330,1966,AUSTRALIA,Northern Territory,"No injury to occupant. Shark struck vessel, jamming centreboard",N
3331,1966,SOUTH AFRICA,KwaZulu-Natal,"No attack, no injury to occupant: a 400-lb grey shark k bit nets in the water ",N
3338,1966,USA,Delaware,"No attack, no injury, shark took speared fish & approached diver closely ",N
3339,1966,USA,Florida,"No injury, mother lifted him from the water",N
3340,1966,USA,Texas,Dorsum of right foot grazed,N
3341,1966,USA,South Carolina,"Arm bitten, PROVOKED INCIDENT",N
3342,1966,USA,Texas,Lacerations to right foot,N
3345,1966,USA,Florida,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,N
3347,1966,USA,New Jersey,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N
3348,1966,USA,Florida,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N
3349,1966,USA,Texas,Punctures on  thigh & buttock,N
3351,1966,AUSTRALIA,New South Wales,FATAL,Y
3352,1966,AUSTRALIA,New South Wales,Foot bitten,N
3353,1966,AUSTRALIA,,"FATAL, other human remains bitten by sharks, 13 people missing",Y
3354,1966,USA,Florida,"White shark, 3.7 m [12']  made threat display. No injury, no attack",N
3356,1966,USA,Puerto Rico,Foot lacerated,N
3357,1966,AUSTRALIA,New South Wales,Survived,N
3358,1966,AUSTRALIA,New South Wales,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N
3360,1966,AUSTRALIA,New South Wales,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N
3361,1966,SOUTH AFRICA,Western Cape Province,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N
3363,1966,USA,California,"Hand, arm & thigh bitten",N
3364,1966,AUSTRALIA,New South Wales,Buttocks bitten,N
3366,1966,SOUTH AFRICA,Eastern Cape Province,Right calf lacerated,N
3367,1966,AUSTRALIA,Western Australia,"Lower leg nipped, arm bruised when he landed in boat",N
3368,1966,SOUTH AFRICA,KwaZulu-Natal,Lower legs bitten,N
3370,1966,USA,Florida,Thigh gashed,N
3371,1966,USA,California,Minor lacerations & abrasions to lower leg. ,N
3372,1965,AUSTRALIA,Western Australia,Thigh & swim fin bitten,N
3374,1965,AUSTRALIA,South Australia,No injury to occupants. Shark  gouged planks of boat,N
3375,1965,AUSTRALIA,Queensland,FATAL PROVOKED INCIDENT,Y
3378,1965,AUSTRALIA,Queensland,Puncture wounds to right thigh,N
3388,1965,USA,New Jersey,Right thigh lacerated,N
3392,1965,USA,Florida,Parallel lacerations on right calf. Thought to be a barracuda bite ,N
3393,1965,USA,Florida,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",N
3402,1965,USA,Florida,"Thighs abraded, puncture wounds in dorsal surface of left hand",N
3403,1965,USA,California,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Y
3404,1965,USA,Florida,Left hand severely lacerated,N
3406,1965,USA,Florida,Left hand punctured & lacerated,N
3407,1965,USA,Puerto Rico,"All 16 onboard perished, recovery efforts hampered by sharks",N
3408,1965,USA,Florida,Survived,N
3409,1965,SOUTH AFRICA,KwaZulu-Natal,"Abdomen, buttock, thigh, arm & hand bitten",N
3410,1965,USA,Massachusetts,Punctures on left thigh,N
3411,1965,USA,California,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",Y
3412,1965,SOUTH AFRICA,KwaZulu-Natal,"No injury, ski bitten",N
3413,1965,SOUTH AFRICA,KwaZulu-Natal,Right thigh punctured,N
3414,1965,AUSTRALIA,Victoria,Thigh gashed,N
3416,1965,USA,Texas,Foot bitten,N
3417,1965,USA,California,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N
3418,1965,USA,Florida,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N
3423,1964,SOUTH AFRICA,Eastern Cape Province,"Hand, ankle & calf lacerated",N
3425,1964,AUSTRALIA,New South Wales,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N
3428,1964,AUSTRALIA,Victoria ,Left leg severed,N
3429,1964,AUSTRALIA,Queensland,FATAL,Y
3430,1964,AUSTRALIA,New South Wales,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N
3431,1964,USA,Puerto Rico,"No injury to occupant, shark bit propeller of outboard motor",N
3432,1964,SOUTH AFRICA,KwaZulu-Natal,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N
3433,1964,USA,Florida,"No injury to occupants, drove sharks away with paddles",N
3434,1964,AUSTRALIA,Western Australia,Abrasions & 11 teethmarks on right lower leg,N
3438,1964,USA,Florida,Bruised & abraded ankle,N
3440,1964,USA,Florida,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,N
3441,1964,USA,Florida,"No injury,  bumped repeatedly",N
3442,1964,USA,Florida,"No injury, shark hit scuba tank",N
3445,1964,USA,Puerto Rico,Arm lacerated by speared shark PROVOKED INCIDENT,N
3446,1964,SOUTH AFRICA,KwaZulu-Natal,"No injury, shark charged & impaled itself on spear",N
3447,1964,USA,Connecticut,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",N
3448,1964,SOUTH AFRICA,KwaZulu-Natal,"Remains recovered, probable drowning and scavenging",Y
3449,1964,USA,Florida,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N
3453,1964,USA,New York,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Y
3454,1964,USA,California,"No injury to occupants, shark crashed through windshield of boat",N
3457,1964,SOUTH AFRICA,KwaZulu-Natal,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",Y
3462,1964,AUSTRALIA,South Australia,Left thigh lacerated,N
3464,1964,USA,Florida,"Minor injury, abdomen abraded when he collided with the shark",N
3471,1964,SOUTH AFRICA,Western Cape Province,Right ankle lacerated,N
3474,1964,AUSTRALIA,Queensland,Body not recovered  / May have drowned prior to shark involvement,Y
3476,1964,USA,Florida,No injury,N
3479,1964,SOUTH AFRICA,Eastern Cape Province,Heel & ankle bitten,N
3480,1964,SOUTH AFRICA,Eastern Cape Province,Heel bitten,N
3481,1964,SOUTH AFRICA,Western Cape Province,"No injury to occupants, shark holed  boat",N
3482,1964,AUSTRALIA,Western Australia,Arm lacerated,N
3483,1964,USA,California,Leg & thigh bitten,N
3487,1964,SOUTH AFRICA,Western Cape Province,Lacerations and puncture wounds in right arm ,N
3489,1963,SOUTH AFRICA,KwaZulu-Natal,"Right hand & foot severed, thigh & buttock lacerated",N
3490,1963,SOUTH AFRICA,KwaZulu-Natal,"Lower leg bitten & foot severed, leg surgically amputated below knee",N
3491,1963,AUSTRALIA,Queensland,"No injury, shark's tail struck his armpit",N
3492,1963,SOUTH AFRICA,Eastern Cape Province,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y
3494,1963,SOUTH AFRICA,KwaZulu-Natal,Foot lacerated  PROVOKED INCIDENT,N
3495,1963,AUSTRALIA,New South Wales,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N
3496,1963,SOUTH AFRICA,Western Cape Province,Foot lacerated,N
3497,1963,SOUTH AFRICA,KwaZulu-Natal,"FATAL, arm severed, leg bitten",Y
3498,1963,AUSTRALIA,South Australia,Torso & hand lacerated,N
3505,1963,AUSTRALIA,Queensland,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N
3506,1963,USA,Florida,No injury PROVOKED INCIDENT,N
3509,1963,USA,Florida,"Right thigh &  foot bruised, right calf  lacerated",N
3512,1963,USA,Florida,Sharks tried to overturn raft and took Mrs. Dumas' body; scavenging by shark/s,Y
3514,1963,AUSTRALIA,New South Wales,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N
3515,1963,USA,Florida,Minor injury to left forearm  PROVOKED INCIDENT,N
3518,1963,USA,Florida,"Left forearm bitten, surgically amputated?",N
3519,1963,USA,Mississippi,"Cuts on right hand, PROVOKED INCIDENT",N
3524,1963,USA,California,3 lacerations below right knee,N
3526,1963,AUSTRALIA,New South Wales,Foot lacerated by netted shark PROVOKED INCIDENT,N
3527,1963,USA,US Virgin Islands,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y
3528,1963,SOUTH AFRICA,KwaZulu-Natal,Buttock bitten,N
3529,1963,AUSTRALIA,Western Australia,Arm bitten,N
3530,1963,USA,Hawaii,Left foot & leg bitten,N
3531,1963,USA,Hawaii,"May have drowned prior to shark involvement, partial remains recovered",Y
3534,1963,AUSTRALIA,New South Wales,Left leg lacerated,N
3537,1963,USA,Florida,Shark involvement unconfirmed. Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Y
3539,1963,AUSTRALIA,New South Wales,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y
3540,1963,AUSTRALIA,New South Wales,"9' shark in area when he disappeared, body not recovered",Y
3541,1963,SOUTH AFRICA,Western Cape Province,"No injury to occupant, shark leapt inside boat",N
3543,1963,SOUTH AFRICA,Eastern Cape Province,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N
3544,1963,SOUTH AFRICA,KwaZulu-Natal,Lacerations & punctures on left  forearm,N
