,Year,Species,Injury,Injury_Class,Fatal (Y/N)
2956,1942,Other,Attempted to frighten shark by smacking water with paddle. Shark bit paddle.  No injury to surf-skier PROVOKED INCIDENT,3,N
2957,1942,Other,No injury,0,N
2958,1942,Other,"Minor injury, ankle scratched by shark's teeth",3,N
2959,1942,Tiger,"No injury to occupants, They fought off sharks & killed one with an automatic. Rescued 34 days later",4,Y
2960,1941,White,FATAL,4,Y
2961,1941,Tiger,Right hand severed,3,N
2962,1941,Tiger,Lacerations to chest,2,N
2963,1941,Other,Shark involvement prior to death unconfirmed,3,N
2964,1941,Mako,"No injury to occupants, shark leapt into boat & bit cabin door",2,N
2965,1941,Other,Arm bitten while removing shark from fishing line PROVOKED INCIDENT,3,N
2966,1941,Other,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,3,N
2967,1941,Mako,Right hand bitten by boated shark PROVOKED INCIDENT,3,N
2968,1940,Other,FATAL,4,Y
2969,1940,Other,Thigh lacerated,3,N
2970,1940,White,FATAL,4,Y
2971,1940,Wobbegong,Minor injuries to foot,1,N
2972,1940,White,FATAL,4,Y
2973,1940,Other,Shoulder nipped,3,N
2974,1940,Other,FATAL,4,Y
2975,1940,Other,FATAL,4,Y
2976,1940,White,"No inury to occupants, shark struck boat",3,N
2977,1940,Other,No details,3,N
2978,1940,Other,FATAL,4,Y
2979,1940,Other,Leg bitten,3,N
